,小区名字,总价,户型,建筑面积,单价,朝向,楼层,装修,区域
52,恒大名都,155万,3室2厅2卫,170.44平米,9094元/平米,南北,高层,精装修,高新
53,好景山庄,120万,2室2厅1卫,114平米,10526元/平米,南北,中层,简装修,南关
54,平泉小区,47万,2室1厅1卫,68平米,6912元/平米,南,中层,精装修,南关
55,怡众名城,228万,2室2厅2卫,152平米,15000元/平米,东,低层,暂无,高新
56,卓扬北湖湾,60万,2室2厅1卫,84.44平米,7106元/平米,东,高层,暂无,高新
57,航空家园,89.9万,2室2厅1卫,83平米,10831元/平米,南北,高层,简装修,南关
58,澳海澜郡,73万,2室2厅1卫,80.78平米,9037元/平米,南北,低层,豪华装修,高新
59,恒盛豪庭,145万,3室2厅2卫,143平米,10140元/平米,南北,高层,毛坯,高新
0,上东街区,70万,2室2厅1卫,78平米,8974元/平米,南北,中层,精装修,二道
1,万科洋浦花园,85万,2室2厅1卫,89.9平米,9455元/平米,南北,中层,精装修,经开
2,亚泰杏花苑,72万,2室1厅1卫,87平米,8276元/平米,南北,中层,精装修,二道
3,美景天城,70万,2室1厅1卫,78平米,8974元/平米,南北,高层,豪华装修,宽城
4,中国铁建花语城,98万,3室1厅1卫,97.3平米,10072元/平米,南北,中层,精装修,高新
5,中海国际社区,118万,2室2厅1卫,88.1平米,13394元/平米,南北,高层,精装修,净月
6,中海寰宇天下,69万,2室2厅1卫,77平米,8961元/平米,南北,高层,毛坯,经开
7,力旺格林春天,87万,2室1厅1卫,84平米,10357元/平米,南北,低层,精装修,汽开
8,上台花园,78.5万,2室1厅1卫,92.39平米,8497元/平米,南北,低层,精装修,宽城
9,中海蘭庭,139万,3室2厅1卫,110平米,12636元/平米,南北,高层,精装修,高新
10,蓝色港湾,97万,2室2厅1卫,89平米,10899元/平米,南北,中层,毛坯,二道
11,南湖新村,135万,暂无,47.8平米,28243元/平米,南北,低层,精装修,朝阳
12,华盛碧水云天,105万,3室2厅1卫,110平米,9545元/平米,南北,中层,简装修,汽开
13,像素公园,104万,3室2厅2卫,123.4平米,8428元/平米,南北,中层,精装修,经开
14,华瀚四季花园,190万,3室2厅2卫,148平米,12838元/平米,南北,中层,豪华装修,绿园
15,海口花园,61.8万,2室2厅1卫,77平米,8026元/平米,南北,高层,精装修,经开
16,保利春天里,115万,2室2厅1卫,98平米,11735元/平米,南北,中层,精装修,高新
17,华大城,45万,2室1厅1卫,65平米,6923元/平米,南北,中层,精装修,宽城
18,西康小区,114万,3室2厅1卫,128平米,8906元/平米,南北,中层,精装修,朝阳
19,富奥花园B区,160万,5室4厅3卫,192平米,8333元/平米,南北,高层,精装修,净月
20,恒大名都,88万,2室2厅1卫,95.45平米,9219元/平米,南北,低层,豪华装修,高新
21,宏盛花园,65万,2室2厅1卫,98平米,6633元/平米,南北,中层,精装修,二道
22,新嘉坡城,143万,3室2厅2卫,134平米,10672元/平米,南北,低层,精装修,净月
23,新星宇左岸,93万,2室2厅1卫,89平米,10449元/平米,南北,中层,精装修,高新
24,中海莱茵东郡,228万,4室2厅2卫,181.2平米,12583元/平米,南北,低层,精装修,净月
25,恒大名都,132万,3室2厅2卫,131平米,10076元/平米,南北,中层,精装修,高新
26,豪邦四季经典,95万,2室2厅1卫,89平米,10674元/平米,南北,中层,精装修,宽城
27,天茂湖,500万,4室3厅3卫,308平米,16234元/平米,南,中层,毛坯,高新
28,轻铁湖光花园,53万,2室1厅1卫,59平米,8983元/平米,南北,中层,中装修,朝阳
29,输油花园,106万,2室2厅1卫,104.3平米,10163元/平米,南北,低层,精装修,绿园
30,大禹城邦一期,125万,2室2厅1卫,91平米,13736元/平米,南北,高层,精装修,朝阳
31,保利拉菲公馆,185万,3室2厅2卫,140平米,13214元/平米,东,低层,暂无,绿园
32,吉盛小区,58万,2室1厅1卫,68平米,8529元/平米,南北,高层,中装修,二道
33,亚泰梧桐公馆,55.8万,2室2厅1卫,64平米,8719元/平米,南北,高层,精装修,二道
34,万科柏翠园,380万,3室2厅2卫,169.05平米,22479元/平米,南北,高层,简装修,朝阳
35,腾飞时代,128万,6室3厅3卫,132.5平米,9660元/平米,南北,高层,精装修,汽开
36,鲁辉国际城,52万,1室1厅1卫,58平米,8966元/平米,南,中层,简装修,二道
37,红苹果家园,136万,3室2厅2卫,143平米,9510元/平米,南,高层,精装修,高新
38,远洋戛纳小镇,120万,3室2厅1卫,99.8平米,12024元/平米,南北,高层,精装修,净月
39,上院,120万,2室2厅1卫,92平米,13043元/平米,南北,中层,简装修,朝阳
40,福临家园,135万,3室2厅2卫,171.74平米,7861元/平米,南北,低层,简装修,经开
41,上台花园,75万,2室1厅1卫,90.38平米,8298元/平米,南北,低层,精装修,宽城
42,临河风景,143万,3室2厅2卫,163.86平米,8727元/平米,南北,中层,精装修,经开
43,上东街区,83万,2室1厅1卫,73.76平米,11253元/平米,南北,中层,精装修,二道
44,新星宇和源左岸,98万,2室2厅1卫,88平米,11136元/平米,南北,低层,精装修,高新
45,亚泰梧桐公馆,125万,3室2厅1卫,113平米,11062元/平米,南北,高层,豪华装修,二道
46,尊誉东方,30万,1室1厅1卫,43平米,6977元/平米,南,高层,精装修,经开
47,华荣泰时代COSMO,129.5万,2室2厅1卫,96.9平米,13364元/平米,南北,低层,豪华装修,净月
48,中海国际社区,240万,4室3厅2卫,141平米,17021元/平米,暂无,高层,简装修,净月
49,众诚一品东南,85万,2室2厅1卫,93.1平米,9130元/平米,南北,高层,精装修,经开
50,万龙第十城,67万,2室1厅1卫,69.63平米,9622元/平米,南北,低层,精装修,宽城
51,中海盛世城,95万,3室2厅2卫,108平米,8796元/平米,南北,高层,毛坯,高新
52,松苑小区,85万,2室1厅1卫,118.94平米,7146元/平米,南北,低层,精装修,二道
53,荣发时代新城,34万,2室1厅1卫,92平米,3696元/平米,南,高层,豪华装修,宽城
54,东方万达城,105万,3室2厅1卫,110.23平米,9526元/平米,南北,高层,精装修,经开
55,亚泰桃花苑,142万,3室2厅2卫,150平米,9467元/平米,南北,高层,豪华装修,二道
56,医大宿舍,60万,1室1厅1卫,38.8平米,15464元/平米,南,高层,精装修,朝阳
57,临河风景,98万,2室2厅1卫,103.1平米,9505元/平米,南北,中层,精装修,经开
58,星宇花园,38.79万,1室1厅1卫,42平米,9236元/平米,南,低层,简装修,绿园
59,新竹花园,79.7万,2室2厅1卫,107平米,7449元/平米,南北,中层,精装修,绿园
0,亚泰花园桃花苑,60万,2室1厅1卫,67平米,8955元/平米,南,中层,中装修,二道
1,园丁花园,77万,3室2厅2卫,120平米,6417元/平米,南北,中层,精装修,净月
2,雨润星雨华府,55万,3室2厅2卫,88平米,6250元/平米,南北,中层,毛坯,宽城
3,海口花园,75万,2室2厅1卫,97平米,7732元/平米,南北,高层,精装修,经开
4,吉盛小区,112万,暂无,126平米,8889元/平米,南北,中层,简装修,二道
5,龙泰檀香苑,100万,2室2厅1卫,100.07平米,9993元/平米,南北,中层,精装修,宽城
6,恒大城,125万,4室2厅2卫,171平米,7310元/平米,南北,中层,精装修,宽城
7,兆丰凯旋明珠,57.5万,2室2厅1卫,88平米,6534元/平米,南北,中层,简装修,宽城
8,一汽22街区,66万,2室1厅1卫,80平米,8250元/平米,南北,低层,中装修,汽开
9,雅舍枫林,55万,2室1厅1卫,71平米,7746元/平米,南北,中层,精装修,净月
10,恒大名都,132万,4室2厅2卫,170.25平米,7753元/平米,南北,低层,精装修,高新
11,力旺弗朗明歌珺临,270万,4室2厅2卫,161平米,16770元/平米,南北,低层,豪华装修,净月
12,松苑小区,66.8万,2室2厅2卫,80平米,8350元/平米,南北,中层,精装修,二道
13,乐东火电小区,58.5万,2室2厅1卫,70平米,8357元/平米,南北,高层,精装修,二道
14,富苑华城,272.55万,4室2厅4卫,237平米,11500元/平米,南,高层,精装修,朝阳
15,一汽22街区,42万,2室1厅1卫,76平米,5526元/平米,南北,高层,简装修,汽开
16,吉达花园,63万,2室1厅1卫,78平米,8077元/平米,南北,高层,简装修,绿园
17,耶鲁印象,110万,3室2厅2卫,123平米,8943元/平米,南北,高层,精装修,经开
18,恒大绿洲,282万,4室2厅4卫,281.1平米,10032元/平米,南北,低层,精装修,高新
19,伟峰东樾,130万,2室2厅1卫,96平米,13542元/平米,南北,中层,精装修,净月
20,新竹花园二期,70万,2室1厅1卫,81平米,8642元/平米,南北,低层,中装修,绿园
21,丰和日丽,105万,2室1厅1卫,93平米,11290元/平米,东,高层,暂无,绿园
22,星宇西区,35万,1室1厅1卫,53平米,6604元/平米,南北,高层,精装修,绿园
23,亚泰梧桐公馆,79.5万,2室2厅1卫,79.21平米,10037元/平米,南北,高层,精装修,二道
24,金色世界湾,165万,3室2厅2卫,146平米,11301元/平米,南北,高层,毛坯,南关
25,亚泰樱花苑,108万,2室2厅1卫,91.4平米,11816元/平米,南北,中层,精装修,二道
26,诺睿德国际商务广场,79万,2室1厅1卫,77.21平米,10232元/平米,南北,高层,精装修,净月
27,万豪汇景新城,188万,3室2厅2卫,168.67平米,11146元/平米,东,中层,暂无,南关
28,园东小区,33.5万,1室1厅1卫,52平米,6442元/平米,东西,高层,精装修,南关
29,领秀蓝珀湖,82万,2室2厅1卫,88.45平米,9271元/平米,南北,高层,简装修,高新
30,恒大城,138万,4室2厅2卫,171.56平米,8044元/平米,东,低层,暂无,宽城
31,晟鑫康诗丹郡,130万,3室2厅2卫,134平米,9701元/平米,南北,低层,精装修,净月
32,金越逸墅蓝湾,89万,2室2厅1卫,85.33平米,10430元/平米,南,高层,精装修,高新
33,天富东苑,78万,2室2厅1卫,92.48平米,8434元/平米,南北,中层,精装修,经开
34,金色华尔兹,64万,2室1厅1卫,78平米,8205元/平米,南北,高层,精装修,绿园
35,太阳世家,125万,2室2厅2卫,88.35平米,14148元/平米,南北,中层,精装修,南关
36,科技花园,196万,3室2厅1卫,86平米,22791元/平米,南北,高层,精装修,朝阳
37,郁金花园,139万,3室2厅2卫,140.37平米,9902元/平米,南北,高层,豪华装修,二道
38,青海小区,300万,3室2厅2卫,140平米,21429元/平米,南北,中层,简装修,朝阳
39,亚泰梧桐公馆,118万,2室2厅1卫,75平米,15733元/平米,南,中层,精装修,二道
40,亚泰杏花苑,82.5万,2室2厅1卫,96平米,8594元/平米,南北,中层,精装修,二道
41,恒大御峰,96.8万,2室2厅1卫,98.43平米,9834元/平米,南北,高层,精装修,南关
42,银湖柳苑,130万,3室2厅2卫,131.2平米,9909元/平米,南北,中层,精装修,净月
43,亚泰樱花苑,95.8万,2室2厅1卫,84平米,11405元/平米,南北,高层,精装修,二道
44,经开四区,70万,2室2厅1卫,100平米,7000元/平米,南北,中层,精装修,经开
45,卓扬北湖湾,87.5万,3室2厅1卫,108平米,8102元/平米,东,中层,暂无,高新
46,威尼斯花园,240万,3室2厅2卫,139平米,17266元/平米,南,低层,精装修,朝阳
47,吉盛小区,71万,2室2厅1卫,75平米,9467元/平米,南北,中层,精装修,二道
48,中海莱茵东郡,188万,3室2厅2卫,158.4平米,11869元/平米,南北,中层,精装修,净月
49,安华美郡,74.95万,2室2厅1卫,90.14平米,8315元/平米,南北,中层,精装修,经开
50,经开三区,62万,2室2厅1卫,75平米,8267元/平米,南北,高层,精装修,经开
51,新星宇和邑,55万,1室1厅1卫,50平米,11000元/平米,南,高层,精装修,经开
52,澳海東方1號,95万,3室2厅1卫,98.2平米,9674元/平米,南北,中层,精装修,经开
53,万通维多利亚湾,78万,2室2厅1卫,87平米,8966元/平米,南北,中层,精装修,二道
54,中海国际社区,133万,2室1厅1卫,89平米,14944元/平米,东,低层,暂无,净月
55,恒大帝景,110万,3室2厅1卫,100平米,11000元/平米,南北,高层,精装修,经开
56,万科惠斯勒小镇,439万,5室3厅4卫,255平米,17216元/平米,南,低层,豪华装修,净月
57,吉盛小区,31万,1室1厅1卫,41平米,7561元/平米,南北,高层,精装修,二道
58,大禹城邦一期,163万,3室2厅2卫,147平米,11088元/平米,南北,高层,精装修,朝阳
59,东方之珠,63万,2室2厅1卫,84.4平米,7464元/平米,南北,中层,精装修,二道
0,英海小区,49万,2室1厅1卫,55平米,8909元/平米,南,低层,精装修,朝阳
1,新星宇和悦,94万,2室1厅1卫,75平米,12533元/平米,南北,高层,精装修,高新
2,中海水岸春城,148.8万,3室2厅1卫,126.59平米,11754元/平米,南北,高层,精装修,净月
3,远创樾府,65万,1室1厅1卫,62平米,10484元/平米,南北,中层,简装修,汽开
4,怡众名城,136万,3室2厅1卫,115.89平米,11735元/平米,南北,中层,精装修,高新
5,锦江花园二区,105万,2室2厅2卫,99平米,10606元/平米,南北,低层,简装修,绿园
6,盛世北湖春天F区,83万,2室2厅1卫,89平米,9326元/平米,南北,高层,毛坯,高新
7,锦绣东方,63万,1室1厅1卫,63平米,10000元/平米,南北,中层,精装修,经开
8,福临家园,60万,2室2厅1卫,80平米,7500元/平米,南北,高层,精装修,经开
9,南湖新村,132万,2室1厅1卫,52平米,25385元/平米,南北,低层,精装修,朝阳
10,昊源高格蓝郡,75.6万,2室1厅1卫,81.11平米,9321元/平米,南北,中层,精装修,二道
11,吴中北国之春,76.5万,2室2厅1卫,82平米,9329元/平米,东,低层,暂无,经开
12,益和国际城,50万,2室2厅1卫,68平米,7353元/平米,暂无,低层,精装修,宽城
13,中海国际社区,178万,3室2厅2卫,136.5平米,13040元/平米,东,高层,暂无,净月
14,中海净月华庭,125万,2室2厅2卫,95.73平米,13058元/平米,南北,中层,精装修,净月
15,吉盛小区,59万,2室1厅1卫,75平米,7867元/平米,南北,高层,豪华装修,二道
16,新星宇和邑,102万,2室1厅1卫,79平米,12911元/平米,南北,高层,精装修,经开
17,阳光华尔兹,85万,2室1厅1卫,90平米,9444元/平米,南北,高层,精装修,二道
18,启明花园三期,138万,3室2厅2卫,149.4平米,9237元/平米,南北,低层,豪华装修,净月
19,郁金花园,78.8万,2室1厅1卫,88平米,8955元/平米,南北,高层,简装修,二道
20,东皇先锋,120万,3室2厅1卫,97平米,12371元/平米,南北,高层,精装修,经开
21,亚泰樱花苑,118万,2室2厅1卫,92.2平米,12798元/平米,南北,高层,精装修,二道
22,新星宇左岸,62万,2室1厅1卫,68.6平米,9038元/平米,南北,高层,精装修,高新
23,昊源高格蓝湾,39万,1室1厅1卫,31平米,12581元/平米,南,低层,简装修,二道
24,亿洲百旺郦城,85万,2室1厅1卫,79.1平米,10746元/平米,南,低层,精装修,绿园
25,亚泰杏花苑,56.5万,2室2厅1卫,62平米,9113元/平米,西,低层,精装修,二道
26,太阳现代居,175万,3室2厅2卫,235平米,7447元/平米,南北,高层,中装修,朝阳
27,中海莱茵东郡,246万,4室2厅2卫,220平米,11182元/平米,南北,高层,精装修,净月
28,天安第一城,378万,6室3厅3卫,296平米,12770元/平米,南北,低层,毛坯,高新
29,龙泰檀香苑,130万,3室2厅1卫,113平米,11504元/平米,南北,高层,精装修,宽城
30,中海蘭庭,109万,2室2厅1卫,93平米,11720元/平米,南北,高层,豪华装修,高新
31,保利百合香湾,148万,2室3厅1卫,138平米,10725元/平米,南北,低层,豪华装修,二道
32,英伦小镇,44万,2室1厅1卫,66.2平米,6647元/平米,南北,中层,精装修,宽城
33,保利春天里,110万,2室2厅1卫,92平米,11957元/平米,南北,中层,精装修,高新
34,恒大名都,110万,3室2厅2卫,131.03平米,8395元/平米,南北,中层,精装修,高新
35,大众花园二期,113万,3室2厅1卫,131.75平米,8577元/平米,东,低层,暂无,绿园
36,亚泰杏花苑,69.8万,2室2厅1卫,75平米,9307元/平米,南,低层,豪华装修,二道
37,清华小区,85万,2室2厅1卫,92.32平米,9207元/平米,南北,中层,简装修,朝阳
38,绿地新里中央公馆,70万,1室2厅1卫,75平米,9333元/平米,东,中层,暂无,南关
39,万嘉花园二期,42万,2室1厅1卫,54.6平米,7692元/平米,南北,高层,简装修,绿园
40,万龙国际城,81万,2室2厅1卫,90平米,9000元/平米,南北,中层,毛坯,宽城
41,吴中家天下,108万,3室2厅1卫,114平米,9474元/平米,南北,中层,精装修,二道
42,财苑家园,128万,4室2厅2卫,90平米,14222元/平米,南北,高层,精装修,净月
43,新嘉坡城,56万,1室1厅1卫,53平米,10566元/平米,南北,中层,精装修,净月
44,万盛理想国香郡,152万,2室1厅1卫,121平米,12562元/平米,南北,低层,精装修,绿园
45,中海净月华庭,100万,3室2厅1卫,95.66平米,10454元/平米,南北,高层,精装修,净月
46,大禹城邦二期,150万,3室2厅1卫,125平米,12000元/平米,南北,高层,精装修,朝阳
47,咖啡小镇,75万,2室1厅1卫,66.04平米,11357元/平米,南北,高层,简装修,朝阳
48,昂展公园里,75万,2室2厅1卫,86平米,8721元/平米,南北,中层,精装修,高新
